1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.800 0.050 0.050 -0.030 0.050 1.800 0.050 -0.030 0.050 0.050  1.800 -0.030
1.600 0.050 0.050 -0.030 0.050 1.600 0.050 -0.030 0.050 0.050  1.600 -0.030
1.700 0.050 0.050 -0.030 0.050 1.700 0.050 -0.030 0.050 0.050  1.700 -0.030
1.900 0.050 0.050 -0.030 0.050 1.900 0.050 -0.030 0.050 0.050  1.900 -0.030
